エリア,発電事業者,発電所コード,発電所名,発電形式,ユニット名,認可出力,停止区分,種別,低下量,停止日時,復旧見通し,復旧予定日,停止原因,最終更新日時,北緯,東経,end
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－２号,198000,計画停止,停止・送電線等制約,,2023/10/10 0:00,あり,2023/10/10,系統作業,2023/10/8 18:54,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－１号,198000,計画停止,停止・送電線等制約,,2023/10/10 0:00,あり,2023/10/10,系統作業,2023/10/8 18:54,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－６号,131000,出力低下,低下・送電線等制約,46000,2023/10/10 8:00,あり,2023/10/10,系統作業　　最大低下量：46000kW　　最小低下量：46000kW　　平均低下量：46000kW,2023/10/8 18:54,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－５号,131000,出力低下,低下・送電線等制約,119667,2023/10/10 8:00,あり,2023/10/10,系統作業　　最大低下量：131000kW　　最小低下量：46000kW　　平均低下量：119667kW,2023/10/8 18:54,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－４号,131000,出力低下,低下・送電線等制約,84533,2023/10/10 8:00,あり,2023/10/10,系統作業　　最大低下量：131000kW　　最小低下量：11000kW　　平均低下量：84533kW,2023/10/8 18:54,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－３号,131000,出力低下,低下・送電線等制約,69133,2023/10/10 8:00,あり,2023/10/10,系統作業　　最大低下量：131000kW　　最小低下量：0000kW　　平均低下量：69133kW,2023/10/8 18:54,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－２号,131000,出力低下,低下・送電線等制約,31929,2023/10/10 8:00,あり,2023/10/10,系統作業　　最大低下量：46000kW　　最小低下量：0000kW　　平均低下量：31929kW,2023/10/8 18:54,33.9542081,132.126139,
中国,中国電力株式会社,7B291,三隅発電所第２号機,火力（石炭）,２号機,1000000,出力低下,低下・送電線等制約,642521,2023/10/10 0:00,あり,2023/10/10,系統作業　　最大低下量：1000000kW　　最小低下量：111000kW　　平均低下量：642521kW,2023/10/8 18:54,34.7789247,131.9197247,
中国,中国電力株式会社,73001,三隅発電所第１号機,火力（石炭）,１号機,1000000,出力低下,低下・送電線等制約,20000,2023/10/10 8:00,あり,2023/10/10,系統作業　　最大低下量：20000kW　　最小低下量：20000kW　　平均低下量：20000kW,2023/10/8 18:54,34.7789247,131.9197247,
東京,株式会社JERA,GB603,横浜火力発電所８号系列４軸,火力（ガス）,横浜８－４軸,377000,計画停止,停止・設備故障,,2023/9/30 0:00,あり,2023/10/10,ガスタービン関連設備,2023/10/8 18:31,35.4769577,139.6774088,
関西,関西電力株式会社,62A47,南港発電所,火力（ガス）,２号機,600000,計画停止,停止・設備故障,,2023/10/7 0:00,あり,2023/10/8,発電機作業,2023/10/8 17:39,34.6177617,135.4043667,
関西,関西電力株式会社,68J45,姫路第一発電所,火力（ガス）,５号機,729000,出力低下,低下・設備故障,439000,2023/10/8 8:30,あり,2023/10/8,最大低下量：439000（kW）  最小低下量：439000（kW）  発電機作業のため,2023/10/8 13:09,34.7736102,134.6670454,
関西,和歌山共同火力株式会社,62B63,和歌山共同発電所,,新1号機,148000,計画停止,停止・燃料制約,,2023/10/6 9:59,あり,2023/10/7,燃料調整,2023/10/7 23:54,34.2470996,135.1238365,
東京,ＪＦＥスチール株式会社,30509,ＪＦＥスチール株式会社 東日本製鉄所(千葉地区) 西発電所,火力（ガス）,西発電所４号機ガスタービン,143680,計画外停止,停止・その他,,2023/10/8 22:00,あり,2023/10/15,設備点検によるユニット停止,2023/10/7 20:32,35.5705035,140.0881838,
関西,関西電力株式会社,6.80E+01,奥多々良木発電所,水力,６号機,360000,計画停止,停止・その他,,2023/10/7 18:00,あり,2023/10/7,試運転のため,2023/10/7 18:22,35.236933,134.832166,
東京,株式会社JERA,GB563,広野火力発電所６号機,火力（石炭）,広野６号,600000,計画停止,停止・設備故障,,2023/10/7 15:00,あり,2023/10/7,ボイラ関連設備,2023/10/7 16:31,37.2311154,141.0143213,
関西,電源開発,62D30,電源開発池原発電所（関西）,水力,3号機,103000,計画停止,停止・定期検査等,,2023/10/7 9:00,あり,2023/10/7,点検作業  当社管理番号：TNI-23-142,2023/10/7 16:29,34.0468544,135.9710804,
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,5号機,225000,計画停止,停止・送電線等制約,,2023/9/30 8:00,あり,2023/10/7,系統作業  当社管理番号：TZC-23-004,2023/10/7 16:09,35.1317804,137.7894973,
中部,電源開発,48001,電源開発新豊根発電所（中部）,水力,1号機,225000,計画停止,停止・送電線等制約,,2023/9/30 8:00,あり,2023/10/7,系統作業  当社管理番号：TZC-23-004,2023/10/7 16:08,35.1317804,137.7894973,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－４号,198000,計画停止,停止・送電線等制約,,2023/10/9 0:00,あり,2023/10/9,系統作業,2023/10/7 15:17,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－３号,198000,計画停止,停止・送電線等制約,,2023/10/9 0:00,あり,2023/10/9,系統作業,2023/10/7 15:17,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－２号,198000,計画停止,停止・送電線等制約,,2023/10/9 0:00,あり,2023/10/9,系統作業,2023/10/7 15:17,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－１号,198000,計画停止,停止・送電線等制約,,2023/10/9 0:00,あり,2023/10/9,系統作業,2023/10/7 15:17,33.9542081,132.126139,
中国,中国電力株式会社,7B291,三隅発電所第２号機,火力（石炭）,２号機,1000000,出力低下,低下・送電線等制約,534417,2023/10/9 0:00,あり,2023/10/9,系統作業　　最大低下量：1000000kW　　最小低下量：123000kW　　平均低下量：534417kW,2023/10/7 15:17,34.7789247,131.9197247,
中国,中国電力株式会社,73001,三隅発電所第１号機,火力（石炭）,１号機,1000000,出力低下,低下・送電線等制約,14000,2023/10/9 11:00,あり,2023/10/9,系統作業　　最大低下量：14000kW　　最小低下量：14000kW　　平均低下量：14000kW,2023/10/7 15:17,34.7789247,131.9197247,
関西,関西電力株式会社,6.80E+01,奥多々良木発電所,水力,６号機,360000,計画外停止,停止・設備故障,,2023/10/7 13:29,あり,2023/10/7,発電機作業のため,2023/10/7 14:17,35.236933,134.832166,
中国,電源開発,75202,電源開発竹原火力発電所３号機,火力（石炭）,3号機,700000,出力低下,低下・送電線等制約,198000,2023/10/9 0:00,あり,2023/10/9,系統作業  最大抑制量：246000kw  最小抑制量：171000kw,2023/10/7 13:57,34.3371779,132.9615081,
中国,中国電力株式会社,73001,三隅発電所第１号機,火力（石炭）,１号機,1000000,出力低下,低下・設備故障,650000,2023/10/7 9:41,あり,2023/10/7,最大低下量(650000kw)  最小低下量(650000Kw)  設備故障,2023/10/7 11:37,34.7789247,131.9197247,
東北,東北電力株式会社,2U309,東北電力原町火力発電所２号機,火力（石炭）,２号機,1000000,出力低下,低下・設備故障,500000,2023/10/6 18:00,あり,2023/10/7,最大低下量　500000kW  最小低下量　500000kW  設備不具合による低下,2023/10/7 11:01,37.666313,141.0181974,
中国,中国電力株式会社,74104,南原発電所,水力,１号機,310000,計画停止,停止・定期検査等,,2023/10/25 8:50,あり,2023/10/25,電源基板修理,2023/10/6 19:21,34.5878238,132.5056048,
中国,中国電力株式会社,74104,南原発電所,水力,２号機,310000,計画停止,停止・定期検査等,,2023/10/25 8:50,あり,2023/10/25,電源基板修理,2023/10/6 19:20,34.5878238,132.5056048,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－２号,131000,計画停止,停止・定期検査等,,2023/8/15 0:00,あり,2023/10/8,定期点検,2023/10/6 18:57,33.9542081,132.126139,
九州,九州電力株式会社,93062,新大分発電所,火力（ガス）,２号系列第２軸,230000,計画停止,停止・定期検査等,,2023/10/19 18:00,あり,2023/10/23,自主点検,2023/10/6 18:24,33.2707147,131.7039795,
九州,九州電力株式会社,93062,新大分発電所,火力（ガス）,２号系列第１軸,230000,計画停止,停止・定期検査等,,2023/10/19 18:00,あり,2023/10/23,自主点検,2023/10/6 18:23,33.2707147,131.7039795,
九州,九州電力株式会社,93062,新大分発電所,火力（ガス）,２号系列第４軸,230000,計画停止,停止・その他,,2023/10/19 18:00,あり,2023/10/23,タービン付属装置点検,2023/10/6 18:22,33.2707147,131.7039795,
九州,九州電力株式会社,93062,新大分発電所,火力（ガス）,２号系列第３軸,230000,計画停止,停止・その他,,2023/10/19 18:00,あり,2023/10/23,タービン付属装置点検,2023/10/6 18:21,33.2707147,131.7039795,
中国,電源開発,75202,電源開発竹原火力発電所３号機,火力（石炭）,3号機,700000,出力低下,低下・送電線等制約,202000,2023/10/8 0:00,あり,2023/10/8,系統作業  最大抑制量：231000kw  最小抑制量：172000kw,2023/10/6 16:57,34.3371779,132.9615081,
中部,株式会社JERA,45143,新名古屋火力発電所,火力（ガス）,８－４号機,400000,計画停止,停止・定期検査等,,2023/11/25 0:00,あり,2023/12/12,ボイラ関連設備,2023/10/6 16:05,35.0661527,136.8795429,
東北,東北電力株式会社,2U309,東北電力原町火力発電所２号機,火力（石炭）,２号機,1000000,出力低下,低下・その他,775000,2023/10/6 11:10,あり,2023/10/6,最大低下量：980000kW  最小低下量：500000kW  作業停止からの起動カーブ,2023/10/6 15:48,37.666313,141.0181974,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－４号,198000,計画停止,停止・送電線等制約,,2023/10/8 0:00,あり,2023/10/8,系統作業,2023/10/6 15:26,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－３号,198000,計画停止,停止・送電線等制約,,2023/10/8 0:00,あり,2023/10/8,系統作業,2023/10/6 15:26,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－２号,198000,計画停止,停止・送電線等制約,,2023/10/8 0:00,あり,2023/10/8,系統作業,2023/10/6 15:26,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－１号,198000,計画停止,停止・送電線等制約,,2023/10/8 0:00,あり,2023/10/8,系統作業,2023/10/6 15:26,33.9542081,132.126139,
中国,中国電力株式会社,71203,新小野田発電所第２号機,火力（石炭）,２号機,500000,出力低下,低下・送電線等制約,450813,2023/10/8 0:00,あり,2023/10/8,系統作業　　最大低下量：500000kW　　最小低下量：314000kW　　平均低下量：450813kW,2023/10/6 15:26,33.9682548,131.1639246,
中国,中国電力株式会社,7B291,三隅発電所第２号機,火力（石炭）,２号機,1000000,出力低下,低下・送電線等制約,209429,2023/10/8 8:00,あり,2023/10/8,系統作業　　最大低下量：408000kW　　最小低下量：40000kW　　平均低下量：209429kW,2023/10/6 15:26,34.7789247,131.9197247,
東北,東北電力株式会社,2K218,東北電力仙台火力発電所４号機,火力（ガス）,４号機,468000,計画停止,停止・その他,,2023/10/21 0:00,あり,2023/10/24,作業停止,2023/10/6 11:32,38.3171428,141.0735014,
東北,電源開発,31204,電源開発奥清津第二発電所,水力,1号機,300000,計画停止,停止・定期検査等,,2023/10/8 10:00,あり,2023/10/8,点検作業  当社管理番号：THE-23-220,2023/10/6 10:59,36.8435538,138.7661061,
東京,君津共同火力株式会社,6065330508,君津共同火力株式会社君津共同発電所,火力（ガス）,5号機,300000,計画停止,停止・燃料制約,,2023/10/9 6:00,あり,2023/10/11,運用停止,2023/10/5 20:09,35.3620056,139.8606315,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－４号,198000,計画停止,停止・送電線等制約,,2023/10/7 0:00,あり,2023/10/7,系統作業,2023/10/5 18:19,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－３号,198000,計画停止,停止・送電線等制約,,2023/10/7 0:00,あり,2023/10/7,系統作業,2023/10/5 18:19,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－２号,198000,計画停止,停止・送電線等制約,,2023/10/7 0:00,あり,2023/10/7,系統作業,2023/10/5 18:19,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－１号,198000,計画停止,停止・送電線等制約,,2023/10/7 0:00,あり,2023/10/7,系統作業,2023/10/5 18:19,33.9542081,132.126139,
中国,中国電力株式会社,71203,新小野田発電所第２号機,火力（石炭）,２号機,500000,出力低下,低下・送電線等制約,143600,2023/10/7 9:00,あり,2023/10/7,系統作業　　最大低下量：210000kW　　最小低下量：5000kW　　平均低下量：143600kW,2023/10/5 18:19,33.9682548,131.1639246,
中国,中国電力株式会社,7B291,三隅発電所第２号機,火力（石炭）,２号機,1000000,出力低下,低下・送電線等制約,591208,2023/10/7 0:00,あり,2023/10/7,系統作業　　最大低下量：1000000kW　　最小低下量：250000kW　　平均低下量：591208kW,2023/10/5 18:19,34.7789247,131.9197247,
東京,株式会社JERA,GB583,富津火力発電所２号系列３軸,火力（ガス）,富津２－３軸,162000,計画停止,停止・定期検査等,,2023/11/4 0:00,あり,2023/11/5,タービン関連設備,2023/10/5 18:18,35.344627,139.8347731,
東京,株式会社JERA,GB583,富津火力発電所２号系列７軸,火力（ガス）,富津２－７軸,162000,計画停止,停止・定期検査等,,2023/10/21 0:00,あり,2023/10/22,タービン関連設備,2023/10/5 18:17,35.344627,139.8347731,
東京,株式会社JERA,GB593,千葉火力発電所２号系列２軸,火力（ガス）,千葉２－２軸,360000,計画停止,停止・設備故障,,2023/10/3 3:00,あり,2023/10/5,ガスタービン関連設備,2023/10/5 17:39,35.564501,140.1056111,
東京,株式会社JERA,GB593,千葉火力発電所２号系列４軸,火力（ガス）,千葉２－４軸,360000,計画外停止,停止・設備故障,,2023/10/3 3:00,あり,2023/10/5,ガスタービン関連設備,2023/10/5 17:38,35.564501,140.1056111,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－２号,198000,計画停止,停止・定期検査等,,2023/10/27 9:00,あり,2023/11/23,計量装置設置他工事,2023/10/5 13:54,33.9542081,132.126139,
東北,東北電力株式会社,29538,東北電力上越火力発電所１号機,火力（ガス）,１号機,572000,出力低下,低下・送電線等制約,165000,2023/10/15 8:30,あり,2023/10/29,最大低下量：179000kW  最小低下量：150000kW  送電線停止作業,2023/10/5 13:53,37.2025733,138.2790448,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－１号,198000,計画停止,停止・定期検査等,,2023/10/6 0:55,あり,2023/11/25,燃焼器点検,2023/10/5 13:49,33.9542081,132.126139,
東北,東北電力株式会社,2F105,東北電力能代火力発電所２号機,火力（石炭）,２号機,600000,出力低下,低下・その他,420000,2023/10/7 10:00,あり,2023/10/7,最大低下量：420000(kW)  最小低下量：420000(kW)  試験による出力抑制,2023/10/5 13:49,40.1918237,139.9920846,
東北,東北電力株式会社,2F105,東北電力能代火力発電所２号機,火力（石炭）,２号機,600000,出力低下,低下・その他,420000,2023/10/8 10:00,あり,2023/10/8,最大低下量：420000(kW)  最小低下量：420000(kW)  試験による出力抑制,2023/10/5 13:44,40.1918237,139.9920846,
東京,株式会社JERA,GB633,東扇島火力発電所２号機,火力（ガス）,東扇島２号,1000000,出力低下,低下・設備故障,500000,2023/7/15 21:00,あり,2023/10/5,ボイラ関連設備,2023/10/5 13:32,35.4984084,139.7579871,
東北,東北電力株式会社,2T407,第二沼沢発電所,水力,２号機,230000,出力低下,低下・その他,230000,2023/10/10 0:00,あり,2023/10/12,最大低下量：230000kW  最小低下量：230000kW  地域対応による水位制限のため,2023/10/5 13:20,37.454046,139.6047481,
東北,東北電力株式会社,2T406,第二沼沢発電所,水力,１号機,230000,出力低下,低下・その他,230000,2023/10/10 0:00,あり,2023/10/12,最大低下量：230000kW  最小低下量：230000kW  地域対応による水位制限のため,2023/10/5 13:19,37.454046,139.6047481,
中部,株式会社JERA,47001,碧南火力発電所,火力（石炭）,１号機,700000,出力低下,低下・その他,190000,2023/10/8 0:00,あり,2023/10/9,性能試験  最大低下量：490000kW  最小低下量：0kW,2023/10/5 11:46,34.8378404,136.9627701,
東京,株式会社JERA,GB603,横浜火力発電所８号系列３軸,火力（ガス）,横浜８－３軸,377000,出力低下,低下・送電線等制約,167000,2023/10/7 0:00,あり,2023/10/13,系統制約  平均低下量 167000kW  最大低下量 167000kW  最小低下量 167000kW,2023/10/5 11:42,35.4769577,139.6774088,
東京,株式会社JERA,GB553,常陸那珂火力発電所１号機,火力（石炭）,常陸那珂１号,1000000,出力低下,低下・設備故障,500000,2023/10/6 22:00,あり,2023/10/7,ボイラ関連設備,2023/10/4 22:50,36.3966506,140.5347934,
中国,中国電力株式会社,74104,南原発電所,水力,２号機,310000,出力低下,低下・送電線等制約,39333,2023/10/6 11:30,あり,2023/10/6,系統作業　　最大低下量：77000kW　　最小低下量：12000kW　　平均低下量：39333kW,2023/10/4 19:43,34.5878238,132.5056048,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－４号,198000,計画停止,停止・送電線等制約,,2023/10/6 0:00,あり,2023/10/6,系統作業,2023/10/4 19:43,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－３号,198000,計画停止,停止・送電線等制約,,2023/10/6 0:00,あり,2023/10/6,系統作業,2023/10/4 19:43,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－２号,198000,計画停止,停止・送電線等制約,,2023/10/6 0:00,あり,2023/10/6,系統作業,2023/10/4 19:43,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－１号,198000,出力低下,低下・送電線等制約,193000,2023/10/6 0:00,あり,2023/10/6,系統作業　　最大低下量：198000kW　　最小低下量：78000kW　　平均低下量：193000kW,2023/10/4 19:43,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－５号,131000,出力低下,低下・送電線等制約,114333,2023/10/6 9:00,あり,2023/10/6,系統作業　　最大低下量：131000kW　　最小低下量：16000kW　　平均低下量：114333kW,2023/10/4 19:43,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－４号,131000,出力低下,低下・送電線等制約,111700,2023/10/6 9:30,あり,2023/10/6,系統作業　　最大低下量：131000kW　　最小低下量：23000kW　　平均低下量：111700kW,2023/10/4 19:43,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－３号,131000,出力低下,低下・送電線等制約,95125,2023/10/6 10:00,あり,2023/10/6,系統作業　　最大低下量：131000kW　　最小低下量：18000kW　　平均低下量：95125kW,2023/10/4 19:43,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－２号,131000,出力低下,低下・送電線等制約,33500,2023/10/6 9:00,あり,2023/10/6,系統作業　　最大低下量：82000kW　　最小低下量：0000kW　　平均低下量：33500kW,2023/10/4 19:43,33.9542081,132.126139,
中国,中国電力株式会社,71203,新小野田発電所第２号機,火力（石炭）,２号機,500000,計画停止,停止・送電線等制約,,2023/10/6 0:00,あり,2023/10/6,系統作業,2023/10/4 19:43,33.9682548,131.1639246,
中国,中国電力株式会社,7B291,三隅発電所第２号機,火力（石炭）,２号機,1000000,出力低下,低下・送電線等制約,456813,2023/10/6 0:00,あり,2023/10/6,系統作業　　最大低下量：1000000kW　　最小低下量：26000kW　　平均低下量：456813kW,2023/10/4 19:43,34.7789247,131.9197247,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－２号,198000,計画停止,停止・設備故障,,2023/10/4 8:30,あり,2023/10/7,機器故障,2023/10/4 18:53,33.9542081,132.126139,
東京,株式会社JERA,GB4Q3,姉崎火力発電所新１号機,火力（ガス）,姉崎新1号,646900,出力低下,低下・送電線等制約,123000,2023/10/13 2:30,あり,2023/10/13,系統制約  平均低下量 123000kW  最大低下量 155000kW  最小低下量 73000kW,2023/10/4 18:05,35.4845402,140.0179633,
東京,株式会社JERA,GB4Q3,姉崎火力発電所新３号機,火力（ガス）,姉崎新3号,646900,出力低下,低下・送電線等制約,122000,2023/10/13 0:00,あり,2023/10/13,系統制約  平均低下量 122000kW  最大低下量 155000kW  最小低下量 73000kW,2023/10/4 18:04,35.4845402,140.0179633,
東京,株式会社JERA,GB4Q3,姉崎火力発電所新２号機,火力（ガス）,姉崎新2号,646900,出力低下,低下・送電線等制約,122000,2023/10/13 0:00,あり,2023/10/13,系統制約  平均低下量 122000kW  最大低下量 155000kW  最小低下量 73000kW,2023/10/4 18:03,35.4845402,140.0179633,
関西,関西電力株式会社,62A45,堺港発電所,火力（ガス）,５号機,400000,計画停止,停止・定期検査等,,2023/10/7 0:00,あり,2023/11/17,定期検査等,2023/10/4 16:15,34.5678602,135.440578,
東京,株式会社JERA,GB613,品川火力発電所１号系列３軸,火力（ガス）,品川１－３軸,380000,計画停止,停止・定期検査等,,2023/10/14 0:00,あり,2023/10/15,タービン関連設備,2023/10/4 14:03,35.6091973,139.7303364,
東京,株式会社JERA,GB613,品川火力発電所１号系列１軸,火力（ガス）,品川１－１軸,380000,計画停止,停止・定期検査等,,2023/10/7 0:00,あり,2023/10/8,タービン関連設備,2023/10/4 14:02,35.6091973,139.7303364,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－４号,198000,計画停止,停止・送電線等制約,,2023/10/5 0:00,あり,2023/10/5,系統作業,2023/10/3 20:34,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－３号,198000,計画停止,停止・送電線等制約,,2023/10/5 0:00,あり,2023/10/5,系統作業,2023/10/3 20:34,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－２号,198000,出力低下,低下・送電線等制約,190800,2023/10/5 8:00,あり,2023/10/5,系統作業　　最大低下量：198000kW　　最小低下量：115000kW　　平均低下量：190800kW,2023/10/3 20:34,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－１号,198000,出力低下,低下・送電線等制約,166000,2023/10/5 8:00,あり,2023/10/5,系統作業　　最大低下量：198000kW　　最小低下量：67000kW　　平均低下量：166000kW,2023/10/3 20:34,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－５号,131000,出力低下,低下・送電線等制約,129333,2023/10/5 9:30,あり,2023/10/5,系統作業　　最大低下量：131000kW　　最小低下量：116000kW　　平均低下量：129333kW,2023/10/3 20:34,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－４号,131000,出力低下,低下・送電線等制約,128500,2023/10/5 10:00,あり,2023/10/5,系統作業　　最大低下量：131000kW　　最小低下量：116000kW　　平均低下量：128500kW,2023/10/3 20:34,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－３号,131000,出力低下,低下・送電線等制約,85200,2023/10/5 10:30,あり,2023/10/5,系統作業　　最大低下量：131000kW　　最小低下量：9000kW　　平均低下量：85200kW,2023/10/3 20:34,33.9542081,132.126139,
中国,中国電力株式会社,72408,柳井発電所第１号系列上位,火力（ガス）,１－２号,131000,出力低下,低下・送電線等制約,103867,2023/10/5 7:30,あり,2023/10/5,系統作業　　最大低下量：131000kW　　最小低下量：36000kW　　平均低下量：103867kW,2023/10/3 20:34,33.9542081,132.126139,
中国,中国電力株式会社,71203,新小野田発電所第２号機,火力（石炭）,２号機,500000,計画停止,停止・送電線等制約,,2023/10/5 0:00,あり,2023/10/5,系統作業,2023/10/3 20:34,33.9682548,131.1639246,
中国,中国電力株式会社,7B291,三隅発電所第２号機,火力（石炭）,２号機,1000000,出力低下,低下・送電線等制約,732208,2023/10/5 0:00,あり,2023/10/5,系統作業　　最大低下量：1000000kW　　最小低下量：427000kW　　平均低下量：732208kW,2023/10/3 20:34,34.7789247,131.9197247,
中国,中国電力株式会社,73001,三隅発電所第１号機,火力（石炭）,１号機,1000000,出力低下,低下・送電線等制約,7000,2023/10/5 7:30,あり,2023/10/5,系統作業　　最大低下量：20000kW　　最小低下量：0000kW　　平均低下量：7000kW,2023/10/3 20:34,34.7789247,131.9197247,
東京,君津共同火力株式会社,6065330508,君津共同火力株式会社君津共同発電所,火力（ガス）,6号機,152900,計画停止,停止・燃料制約,,2023/10/15 17:00,あり,2023/10/21,運用停止,2023/10/3 18:46,35.3620056,139.8606315,
東京,君津共同火力株式会社,6065330508,君津共同火力株式会社君津共同発電所,火力（ガス）,5号機,300000,出力低下,低下・燃料制約,190000,2023/10/15 16:00,あり,2023/10/21,最大低下量：225000kW  最小低下量：150000kW,2023/10/3 18:45,35.3620056,139.8606315,
中国,中国電力株式会社,74104,南原発電所,水力,２号機,310000,計画停止,停止・設備故障,,2023/10/4 14:00,あり,2023/10/4,機器故障,2023/10/3 18:11,34.5878238,132.5056048,
関西,泉北天然ガス発電株式会社,62F60,泉北天然ガス第二発電所,火力（ガス）,２号機,277000,計画停止,停止・定期検査等,,2023/11/11 8:30,あり,2023/11/12,システム関連,2023/10/3 17:02,34.5417497,135.4029674,
関西,泉北天然ガス発電株式会社,62F60,泉北天然ガス第二発電所,火力（ガス）,１号機,277000,計画停止,停止・定期検査等,,2023/11/11 8:30,あり,2023/11/12,システム関連,2023/10/3 17:00,34.5417497,135.4029674,
関西,泉北天然ガス発電株式会社,62F60,泉北天然ガス第二発電所,火力（ガス）,１号機,277000,計画停止,停止・定期検査等,,2023/11/8 8:30,あり,2023/11/20,発電機、所内母線,2023/10/3 16:58,34.5417497,135.4029674,
関西,電源開発,68D30,電源開発高砂火力発電所,火力（石炭）,1号機,250000,出力低下,低下・その他,192000,2023/10/5 0:00,あり,2023/10/6,バンカパージ  最大抑制量：250000kw  最小抑制量：134000kw,2023/10/3 14:59,34.754204,134.766358,
東京,東京電力リニューアブルパワー株式会社,30202,塩原発電所,水力,3号機,300000,計画停止,停止・その他,,2023/10/3 14:00,あり,2023/10/3,ＳＳ健全性確認,2023/10/3 13:52,36.9616857,140.0460727,
東京,東京電力リニューアブルパワー株式会社,30202,塩原発電所,水力,2号機,300000,計画停止,停止・その他,,2023/10/3 14:00,あり,2023/10/3,ＳＳ健全性確認,2023/10/3 13:51,36.9616857,140.0460727,
東京,東京電力リニューアブルパワー株式会社,30202,塩原発電所,水力,1号機,300000,計画停止,停止・その他,,2023/10/3 14:00,あり,2023/10/3,ＳＳ健全性確認,2023/10/3 13:50,36.9616857,140.0460727,
中部,株式会社JERA,42298,川越火力発電所,火力（ガス）,４－１号機,243000,計画外停止,停止・その他,,2023/10/2 11:29,あり,2023/10/2,ガスタービン関連設備,2023/10/2 20:56,35.0076322,136.6872912,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－４号,198000,計画停止,停止・送電線等制約,,2023/10/4 0:00,あり,2023/10/4,系統作業,2023/10/2 18:38,33.9542081,132.126139,
中国,中国電力株式会社,72410,柳井発電所第２号系列,火力（ガス）,２－３号,198000,計画停止,停止・送電線等制約,,2023/10/4 0:00,あり,2023/10/4,系統作業,2023/10/2 18:38,33.9542081,132.126139,
